name,delta,delta_,mnnd,pd,spd,psv,psr,mpd
IMD088_lesion,30.912335779420737,0.026324117549365908,12512414489083.0,31.477863288012834,97193686.65562125,-1.748440780263695,-319.9646627882562,2977.7477529295725
IMD404_lesion,26.465334920552788,0.022287449233810333,12924270692986.0,31.488906034919697,96772585.89970246,-2.167544344574379,-368.48253857764445,2964.8463817310803
IMD425_lesion,46.16186267523842,0.11747297738109573,13620044664476.0,31.492546604992693,97631974.28594337,-3.328032950847336,-745.4793809898032,2991.1756827801278
IMD061_lesion,40.48964357032887,0.060184547130900476,14202555620685.0,31.499561865702773,98185554.97716415,-1.573200960881002,-383.8610344549645,3008.1358755258625
IMD211_lesion,27.850840975715464,0.007589844942121508,14436108982826.0,31.512102863007744,98120687.61457211,-1.6482695606546265,-227.46119937033845,3006.148517603312
IMD424_lesion,50.42854044772567,0.13861574341676597,15192771831465.0,31.51409617959116,99424037.046265,-4.003201052121469,-916.7330409358163,3046.079566368413
IMD063_lesion,29.25536331228067,0.01825977105487351,15561817787230.0,31.523761542508712,99354067.19155337,-1.5503926383331201,-280.62106753829477,3043.9358820941598
IMD091_lesion,21.16230741515031,0.023191776072576883,16141960241669.0,31.52946394495794,98177547.60901651,-3.700695105022671,-573.607741278514,3007.8905517468293
IMD413_lesion,33.96269759352644,0.0696082779740259,16967925862783.0,31.53182210618689,98028539.38622138,-3.7599281427974356,-714.3863471315127,3003.3253488425667
IMD242_lesion,28.93908966068043,0.005526802037165111,17216081208903.0,31.540864424376192,97966426.07782488,-0.4811005989126682,-113.5397413433897,3001.422367580419
IMD423_lesion,35.362198029684535,0.031880928233994806,17796454458192.0,31.545075563251682,97770436.01417613,-1.7784491539562481,-412.6002037178496,2995.417770042161
IMD349_lesion,38.19779787808849,0.027465278800549837,18302592699933.0,31.550442026224854,98206256.05219252,-1.2189696110078612,-280.3630105318081,3008.7700996382514
IMD219_lesion,40.04726834480287,0.03668348412621289,18849325952319.0,31.55558310898656,99118053.2554555,-1.5758946106096576,-332.5137628386378,3036.705062973514
IMD284_lesion,32.027338657139204,0.04130919702306625,19592932341090.0,31.557124147157676,97774745.25841345,-3.2048312836209853,-733.9063639492057,2995.5497934562945
IMD426_lesion,25.692922788306795,0.013955970133121312,20112565542202.0,31.56106589927612,97072256.7507233,-1.9777241076247165,-421.2552349240646,2974.027473980493
IMD419_lesion,19.711425825684945,0.019506030219074325,20761927530875.0,31.56514344555547,95839804.85259557,-1.8726520874691905,-400.7475467184068,2936.2685310231486
IMD160_lesion,25.86421426115164,0.01103477593803826,21252555280910.0,31.56920306253466,95351352.25816616,-1.32771231222237,-302.71840718670035,2921.303684380091
IMD400_lesion,33.01100707686954,0.009915932147771438,21661395395811.0,31.573614178773884,95166649.47588731,-2.7713566097049815,-468.3592670401419,2915.644898158312
IMD390_lesion,24.468850145525042,0.001161353807182865,21816544134860.0,31.579588013675465,95076975.03111492,-1.6645461691026453,-238.03010218167827,2912.8975193356287
IMD150_lesion,41.88322023868529,0.009063870994847687,22148934649788.0,31.584185700700598,95303602.9537708,-0.5933528080163744,-147.15149638806085,2919.8407767699387
IMD162_lesion,35.77497924960001,0.0011778481174271082,22277031954799.0,31.58955592106916,95274440.28395632,-0.49207582742459527,-99.39931713976824,2918.9473126212106
IMD356_lesion,25.011093034642915,0.001346516235865663,22459527222707.0,31.594170323401634,95190281.92051707,-1.529149105678839,-227.84321674614702,2916.3689313883906
IMD434_lesion,30.601300459787897,0.001561286879571487,22635600803949.0,31.598605960155915,95164865.84515183,-0.7210799621158895,-125.46791340816478,2915.5902526088184
IMD152_lesion,25.93331762735294,0.004449478484963755,22948571724444.0,31.60212543856965,95048450.93512261,-0.8702703463024236,-178.40542099199683,2912.023619335864
IMD045_lesion,15.863910795194874,0.00016205160023733683,23031377742082.0,31.606488734365392,95022823.24598518,-1.3943206320329085,-135.24910130719212,2911.2384572912124
IMD393_lesion,43.395875668068506,0.014822724657839908,23473344229680.0,31.60850546389397,95105878.36720999,-1.4066179725540209,-354.4677290836133,2913.78303821109
IMD436_lesion,41.41591232728758,0.014974221224788264,23946693498502.0,31.610311761472605,95122325.88418706,-2.291131294583784,-476.5553092734271,2914.286944981221
IMD017_lesion,36.964143186274256,0.009679725893999491,24342620312354.0,31.612830739167592,95307742.96118139,-1.3635977709626812,-276.81034750542426,2919.9676152322727
IMD049_lesion,18.656850710875556,0.00038213852777831727,24453855980384.0,31.616476712718107,95274460.71262512,-0.5094854755851203,-81.00819061803412,2918.947938499544
IMD103_lesion,26.29832270504299,0.00025112932799201566,24536997214371.0,31.61990480244381,95259235.76462007,-0.0994197044197523,-20.480459110468974,2918.481487886644
IMD375_lesion,35.874615936093434,0.0005919234915822416,24640500707705.0,31.623017234753323,95248123.60403346,-0.16512844899684248,-39.30057086124851,2918.1410417902407
IMD101_lesion,28.5685389121438,0.009970831465486404,25155000963393.0,31.62406788403965,94918649.94801712,-1.34277552164505,-322.26612519481205,2908.0468734073875
IMD430_lesion,45.076073148819574,0.0017783152094827763,25310505948942.0,31.62682567489725,95009565.4690526,-0.292910423614884,-59.16790557020657,2910.832275399896
IMD182_lesion,30.928546958950182,0.0029626295120705765,25555007971120.0,31.62888005623989,94843031.93269183,-0.729968997427649,-177.3824663749187,2905.730144996686
IMD037_lesion,42.88401063060215,0.0008026387859076784,25651300541355.0,31.631510837931742,94832304.49066976,-0.4566101998284818,-98.17119296312359,2905.4014856210097
IMD364_lesion,35.833538381886925,0.0005239982831588554,25756765887168.0,31.633980279518163,94827519.8269377,-0.453599536366192,-79.37991886408359,2905.2548966586305
IMD092_lesion,27.55975827612229,2.7615859352286456e-05,25784862402857.0,31.636637342107104,94826614.70281562,-0.42096556269569196,-50.51586752348304,2905.2271661401846
IMD036_lesion,23.56999381824967,0.004035120414045719,26162181032460.0,31.637886393987788,94567960.70326935,-0.7509214412562685,-182.47391022527324,2897.3027176246737
IMD169_lesion,26.023240587544105,0.0012424386517030821,26330610366899.0,31.63996839213922,94545843.05628544,-0.8083402820431415,-124.48440343464378,2896.625093636196
IMD003_lesion,26.979158513530162,0.0003333140529922392,26430912678857.0,31.64207091451402,94534014.37389272,-0.13159099484911693,-30.00274682559866,2896.2626952785763
IMD076_lesion,19.94183056593931,0.0012849567126241772,26670710578925.0,31.643574418854374,94396109.952058,-2.188994877230148,-323.97124183006196,2892.037682354718
IMD379_lesion,34.96594220086604,0.0015321430901405607,26859892720526.0,31.645219870046336,94401881.10843463,-1.130827304183778,-174.1474048443018,2892.214494743708
IMD328_lesion,29.557333847059514,8.49607651730954e-05,26905771768388.0,31.64725625770656,94401407.04564773,-0.19087769797827817,-24.62322303919788,2892.1999707612663
IMD031_lesion,25.792526219170455,0.010673153018924618,27488762934068.0,31.647682670421105,93989594.2693317,-1.8465609895396395,-380.39156384516576,2879.5831577613876
IMD398_lesion,36.937347439267576,0.01812293822179572,28123253677164.0,31.647613866281798,93675891.74297988,-2.6064619657708996,-596.879790161536,2869.972173498158
IMD108_lesion,19.973996622365558,0.0003243726861157231,28236420082109.0,31.649272559807024,93624581.80218215,-0.9195472449462884,-138.85163398688954,2868.4001777629337
IMD171_lesion,30.077868548701844,0.0005019711126485005,28332255985398.0,31.65103816180116,93634469.34715287,-0.2927651308201539,-50.062837370246314,2868.7031049985562
IMD198_lesion,16.952516895057233,0.0002091789428799047,28436214014982.0,31.652583267881425,93592424.84645166,-0.8870055039558273,-135.71184210524157,2867.4149769133473
IMD024_lesion,38.82607358071094,0.00022877149244788112,28509613022218.0,31.654188474087064,93596593.24536882,-0.05495203780952683,-9.17699031419098,2867.5426852135056
IMD139_lesion,37.6395003282652,0.0003362172110286117,28584094788112.0,31.655767820996672,93613887.72938934,-0.12807102328107492,-25.101920563090683,2868.07254072884
IMD385_lesion,40.3825397220595,0.0016832950505607373,28773100073051.0,31.656892825765652,93601516.71897686,-0.5343593568976016,-111.14674623470114,2867.693526929438
IMD176_lesion,27.903692508388488,0.0024157411458059766,29070254806067.0,31.65769199931837,93467252.47989708,-1.4291864242758527,-264.39948849103274,2863.580039212533
IMD118_lesion,33.120388474302764,0.0007476490983065564,29217881611870.0,31.658911856873974,93468247.14343938,-0.4895119567909683,-92.02824787670204,2863.6105129730204
IMD134_lesion,26.603468829359784,0.0003579066007908146,29336726416583.0,31.660135649480637,93447546.6197058,-0.5189682215977843,-91.85737522280783,2862.9763057507903
IMD177_lesion,37.780688748356134,0.0006633933846874393,29468261448820.0,31.661282859239787,93455091.20253369,-0.2929613406704755,-58.29930679342463,2863.2074510580173
IMD138_lesion,34.6778877721693,0.0015948204728304229,29684458484044.0,31.662196443264698,93458339.76025455,-1.2997241276972782,-222.25282583623456,2863.306977948975
IMD384_lesion,30.40632159017152,0.0003472716710901749,29793446755413.0,31.663336781368052,93449859.43049602,-0.44637085337277405,-71.41933653964385,2863.0471639245106
IMD078_lesion,26.265744141283342,0.0008079233810508171,29965198054756.0,31.6643321144973,93421159.28636289,-0.47064966375222655,-93.18863342294085,2862.1678702929808
IMD143_lesion,34.149814879646044,8.931729816971605e-05,30014261544456.0,31.66551781860094,93417554.72439407,-0.3782493396503029,-69.59787849565573,2862.057436409132
IMD048_lesion,20.426793681416367,0.00027657159476618317,30135031845079.0,31.666525004363326,93389163.54496926,-0.49091894822445564,-76.09243697479063,2861.187608608127
IMD126_lesion,30.851661549189636,0.0010768122578059117,30330024016234.0,31.667305449753144,93351063.33301647,-1.1144600141417838,-182.77144231925254,2860.0203227027105
IMD009_lesion,26.273132101191976,0.00024973981780280954,30433617042408.0,31.668271436759202,93335467.87149686,-0.3361662445558266,-61.51842275371627,2859.54252057282
IMD144_lesion,45.07526611941606,0.00011551305191741266,30483240963634.0,31.6693305095174,93341546.80169375,-0.15028638830977809,-26.60069073083072,2859.7287623067937
IMD125_lesion,30.216000334111207,0.0006382711529548331,30636604474811.0,31.67011989011504,93316849.83780189,-0.925503325615723,-145.3040221216685,2858.9721151287345
IMD043_lesion,28.45238091073076,0.0006027166250729731,30771092132028.0,31.670991602676736,93315197.8136074,-0.31330800262702385,-65.48137254904799,2858.921501642383
IMD226_lesion,24.3156383811756,0.0012575402890577835,31016881970740.0,31.671564613297047,93224370.30297208,-0.9607112922890494,-185.41727941178652,2856.1387960469388
IMD397_lesion,28.272248413251695,0.0024204909503512894,31333589376362.0,31.671953665530754,93087888.67193535,-2.1569272475495223,-349.4222141030226,2851.957373527431
IMD369_lesion,49.54251746973621,0.0022385552022721003,31542910694841.0,31.672606038291335,93250604.5153586,-0.5126009442441056,-118.92341906463251,2856.942540298977
IMD041_lesion,29.432261347229645,0.0011149658427533878,31749416157529.0,31.673246484470585,93224472.24767235,-0.5822496797715164,-116.44993595430329,2856.1419193527067
IMD279_lesion,24.80938028541418,0.00019984189907236755,31848597313658.0,31.674045841712047,93210361.28449501,-0.8468241461584709,-104.15936997749192,2855.7095981769303
IMD372_lesion,43.26558113535713,0.0007201053573222628,31983262204812.0,31.674750388270155,93242169.36369525,-0.1884383672168416,-46.35583833534303,2856.68411040733
IMD013_lesion,15.913086976420384,0.0004219303068474695,32169691690843.0,31.67532710004086,93144210.36875094,-1.160229511159234,-179.83557422968127,2853.6829157092816
IMD039_lesion,33.461980729928854,0.00012761049486487256,32237074360855.0,31.676121729464256,93143174.23678088,-0.38927995242699354,-66.95615181744289,2853.6511714700023
IMD175_lesion,28.79103555209558,0.0009938839558220201,32442389709883.0,31.676625854789446,93079476.99344276,-0.9473859837352172,-184.74026682836737,2851.6996627893004
IMD382_lesion,44.3401071073975,0.0019392348748422533,32664989559430.0,31.677110050092505,93151693.07533026,-0.6534835923822202,-153.56864420982174,2853.9121652981084
IMD392_lesion,35.071281717890976,0.00043846247833029283,32775077078800.0,31.67775830064166,93128484.89693926,-0.47765198727158475,-86.93266168342842,2853.201130420933
IMD394_lesion,51.055978399801,0.0014257473189145302,32948529519004.0,31.678310549891748,93209726.14447607,-0.4224733250592537,-96.32391811350985,2855.6901392302716
IMD133_lesion,26.41946853510684,0.00018263274654073503,33043469576013.0,31.678961698130923,93194432.23066169,-1.2592752845818593,-177.55781512604216,2855.221575694292
IMD047_lesion,22.528442720531345,0.000729141267689338,33232384685529.0,31.67950214501982,93141863.0925905,-1.3038138056368787,-186.44537420607364,2853.6110016112284
IMD159_lesion,17.5785321270408,0.0011004505462762423,33529921196851.0,31.679797856566932,92923078.61907183,-2.471456132930614,-353.4182270090778,2846.9080459274455
IMD035_lesion,16.117606259772742,0.00021001589759785528,33653137571130.0,31.68035133144865,92863258.68338817,-2.2682141609357025,-267.6492709904129,2845.0753273096866
IMD381_lesion,30.199380273620342,0.002168330671119472,33935054440793.0,31.680623902764168,92676969.28635229,-1.9564110897222968,-356.06681832945804,2839.3679315671657
IMD368_lesion,35.073478403881495,0.0006303966917899879,34067960303361.0,31.681145512677087,92644194.62474786,-0.6490869994908796,-138.25553089155736,2838.363805905265
IMD107_lesion,22.992104589183466,0.00019636255053065446,34176382041120.0,31.68169854012668,92617416.7555125,-0.7483828528727294,-121.23802216538216,2837.5434054997704
IMD347_lesion,22.59203453866058,0.0037503977603069853,34659159672059.0,31.681736409210703,92253930.73197174,-1.469774910332457,-307.18295625948355,2826.407191543252
IMD399_lesion,25.0802617016534,0.0005098461491944499,34816957177536.0,31.682251999373168,92231651.51044959,-0.7461059174274397,-114.15420536639827,2825.7246173544604
IMD025_lesion,22.999174539436773,0.00040300106570649813,34967252939254.0,31.68276113451857,92201499.56296717,-1.434156538648731,-173.53294117649645,2824.800844453651
IMD204_lesion,33.610686735967214,3.4283623900822576e-05,35005179628916.0,31.68338822599424,92200861.87152381,-0.33056828878700323,-56.857745671364555,2824.7813073383522
IMD137_lesion,31.038430453310916,0.00029329754530247676,35119807475364.0,31.683882794557757,92187186.58034804,-0.3048580834180219,-62.800765184112514,2824.3623339567416
IMD371_lesion,29.487872824851216,0.003467038510275876,35523830997169.0,31.684022233884132,92130261.39298275,-1.0704705496754134,-241.92634422664344,2822.6183024810894
IMD010_lesion,11.851205837441169,7.477322047228223e-05,35625442434448.0,31.684525569883625,92099573.59641618,-0.34376657512921915,-66.00318242481008,2821.6781126352994
IMD380_lesion,38.63291907613011,0.0004998589030866853,35760577166957.0,31.684974035931045,92102170.16445236,-0.6073606925375545,-113.5764495045227,2821.7576643520943
IMD206_lesion,38.48529175577232,0.00018408705812416852,35838027752293.0,31.685505619476857,92111943.25827132,-0.16275720544628877,-31.9004122674726,2822.0570851186067
IMD032_lesion,24.655230726560728,0.0028429146752194604,36262246556662.0,31.685525848772574,91790641.03311805,-1.555176804079912,-340.58372009350074,2812.213266946019
IMD002_lesion,31.504743728537747,0.0012184094997999015,36491998527500.0,31.685871811211594,91798960.16194339,-0.6683229874866636,-133.66459749733272,2812.468142216403
IMD044_lesion,23.28709873007271,0.0025120844702970586,36887992007366.0,31.686025247882693,91608547.00102709,-2.295342376081529,-369.5501225491261,2806.634405668722
IMD374_lesion,31.38348429231425,0.00012784734003334458,36968359773581.0,31.68651843028833,91606282.46476738,-0.24834930829237642,-38.74249209361072,2806.5650264940987
IMD038_lesion,29.114488483664108,0.00016219991304554344,37055941917182.0,31.68700573236983,91604786.59648253,-0.11298677138615384,-21.12852624921077,2806.519197196156
IMD203_lesion,35.511551900824934,0.0002028711285989381,37150126949783.0,31.687454713015814,91602860.22648361,-0.304658207435125,-60.322325072154754,2806.4601785074638
IMD367_lesion,23.934889408530463,0.0005295575292383282,37325934540042.0,31.687775932024188,91517331.94180793,-0.6660637445727267,-137.87519512655442,2803.839826648527
IMD020_lesion,22.00637093152607,0.00014988215145914495,37429382383429.0,31.688211301112702,91501118.98028937,-0.18491749478591452,-38.647756410256136,2803.3431060137673
IMD033_lesion,43.08086352933932,0.0017763394656044387,37678561279694.0,31.688465349003863,91602519.63952354,-0.9287258451140767,-176.45791057167457,2806.4497438579515
IMD021_lesion,18.211058246759777,0.00015559788616970524,37782847293159.0,31.688902506588995,91579376.60410328,-0.67970273003964,-89.72076036523248,2805.740704782576
IMD278_lesion,30.588462806540747,0.000178146457520968,37881562631681.0,31.689305180986924,91571475.98572616,-0.5097026895049317,-73.90688997821509,2805.498651523473
IMD006_lesion,22.918516038572903,0.00023524570518917482,38015645244742.0,31.68965600114365,91539294.84448132,-1.8835926105978225,-227.9147058823365,2804.5127096961187
IMD004_lesion,32.911359364079296,0.0005880224185228573,38180863818215.0,31.68999069591746,91547444.3906304,-0.47311950921186297,-94.15078233316073,2804.762389418823
IMD023_lesion,24.611384755150407,0.00718139688675774,38885842766270.0,31.689639173616243,90569265.72573723,-4.230294739001796,-807.9862951493432,2774.7936803228317
IMD280_lesion,30.93917075898405,0.00016065484027534362,38975526899045.0,31.690032781417674,90557060.40637793,-0.5112692388782797,-79.75800126501163,2774.419742842461
IMD304_lesion,36.62619186748576,0.00037922522159607847,39108283364424.0,31.6903778213775,90564438.27507691,-0.1641705532358246,-36.117521711881416,2774.645780486425
IMD312_lesion,35.90836960082664,0.0005295205004806194,39268047007249.0,31.690691790791433,90568522.77459021,-0.6066850452161394,-109.2033081389051,2774.7709183391607
IMD008_lesion,28.908523696107366,0.00017783564381589726,39367516234668.0,31.691052590335474,90553668.44160824,-0.509422236666226,-92.2054248365869,2774.3158223531937
IMD057_lesion,23.794292712715045,0.00175834776942905,39675202440154.0,31.69128098114788,90473372.50275268,-0.7445375771704741,-157.8419663601405,2771.8557752068837
IMD075_lesion,41.28704513773787,0.0009908008734232606,39858903918903.0,31.691584428492195,90564365.19832443,-0.6416248390090062,-116.13409586063013,2774.6435416153317
IMD016_lesion,25.10136002966418,0.00030440001753809383,40007190129582.0,31.691899043039747,90543020.3813043,-0.36313045856200504,-71.899830795277,2773.98959501545
IMD360_lesion,46.901897073992366,0.00041071132063963406,40127715879858.0,31.69222747145825,90569602.4240735,-0.0642072308502314,-15.538149865755999,2774.8039958355853
IMD431_lesion,44.28264544787618,0.0036856949415103256,40507445184537.0,31.69229836293604,90794185.74811254,-1.0179795970034833,-239.22520529581857,2781.684612380899
IMD339_lesion,29.434041338180887,0.0002936390859745517,40645829827395.0,31.692603857032925,90783830.76514043,-0.39964070428597964,-77.92993733576603,2781.367364128077
IMD166_lesion,32.077595338543475,0.0033936669210331916,41095314023284.0,31.692579016294708,90691325.71503554,-2.2183313403332057,-421.4829546633091,2778.5332633282947
IMD370_lesion,33.93742647576774,0.001189695251877318,41355420789349.0,31.692752237954743,90660062.24513248,-0.8105466973346911,-183.99410029497488,2777.575436431755
IMD135_lesion,27.484145665438,0.0025681936706683506,41785771566633.0,31.69279295686799,90534511.95148888,-1.0947004723523936,-249.59170769634576,2773.72892008238
IMD132_lesion,23.433998492897896,3.898310221735623e-05,41842504342152.0,31.69316157018539,90527707.5640053,-0.1720262193218479,-30.448640819967075,2773.520452328594
IMD376_lesion,37.495064903724085,0.00032898998670438385,41967626395178.0,31.69347592248107,90545482.15160887,-0.19023540120953045,-41.28108206246811,2774.0650168997813
IMD256_lesion,37.5131112767688,0.0006698028970036759,42127652106494.0,31.69377160729604,90604407.25507197,-0.3835028777682471,-77.08407843141767,2775.8703203147047
IMD014_lesion,22.26216763266931,0.001518535458939124,42511604073785.0,31.69380712769276,90344216.06969407,-3.147563542669751,-478.4296584858021,2767.898776645039
IMD142_lesion,30.81177532227334,0.00023993012342465417,42639032289353.0,31.694092121799457,90330808.6365513,-0.5852001527883272,-102.99522689074558,2767.488009698263
IMD147_lesion,24.327715525056767,0.0020795661392904417,43075386139220.0,31.694090166356148,90069056.76347008,-2.3723880312279384,-424.65745758980097,2759.468650841608
IMD251_lesion,20.890750159894967,9.920708274556363e-05,43175099568572.0,31.694407403157083,90055302.37891173,-0.10341475942159038,-24.095638945230558,2759.047254255874
IMD027_lesion,26.006991976455005,0.00047085358553333446,43375519519469.0,31.6946255478253,90014621.34119007,-0.6139593189748124,-128.9314569847106,2757.8008989335194
IMD378_lesion,44.637550206980514,0.004164589164239814,43744824221925.0,31.694668012904827,90004776.18450691,-1.806007571189397,-404.5456959464249,2757.4992703586677
IMD018_lesion,26.292682220817735,7.754131595413835e-05,43825847120717.0,31.69498659975507,89998765.9153485,-0.4326309602139896,-64.89464403209844,2757.315132210432
IMD437_lesion,34.732655350564016,0.003024151782716782,44260887488861.0,31.69501101996739,90025282.6975921,-1.7674479944264734,-348.18725490201524,2758.127533627209
IMD200_lesion,26.69310383572098,0.00024361402198925475,44406913663622.0,31.69526459557788,90002749.06353737,-0.5490061921446768,-98.27210839389716,2757.4371649368068
IMD170_lesion,37.02709988589983,0.006854915844684776,45051737666988.0,31.695092493180287,90071815.67720832,-3.8996863630230263,-717.5422907962368,2759.5531763850586
IMD105_lesion,22.011225309141555,7.176130949755332e-05,45139600400842.0,31.69539086375226,90057472.86046435,-0.32334601700300236,-62.729127298582455,2759.1137518524615
IMD306_lesion,31.97874605524723,6.848195160680405e-05,45206649659088.0,31.69571182481802,90058976.55387713,-0.13257563169075426,-23.465886809263505,2759.1598208908435
IMD155_lesion,19.97405224876693,0.0010616304368956677,45564739627393.0,31.69580406801857,89871487.42417397,-2.387415146239084,-353.3374416433844,2753.415668632781
IMD432_lesion,41.622933666737254,0.0006056760260384035,45745322731813.0,31.69602167689249,89904158.00579913,-0.5182721819692642,-102.09961984794504,2754.416605569826
IMD254_lesion,18.671986940507164,0.0007305965162828317,46064432038146.0,31.696124751746375,89727290.65641814,-1.7596139023661377,-286.81706608568044,2748.997875503007
IMD396_lesion,31.988158206895847,0.00040980547068704946,46231195027880.0,31.696364975202613,89735338.0875668,-0.7416698497582435,-130.53389355745085,2749.244426702414
IMD208_lesion,22.454161467001327,0.00045821243722878133,46461721593440.0,31.69653450809935,89661392.56595354,-1.5040106749357431,-245.15374001452614,2746.97893890789
IMD161_lesion,28.597071368746718,0.002342919686424988,46920066042967.0,31.69652620590262,89489436.47838591,-1.5888761204321284,-363.8526315789574,2741.710676421137
IMD386_lesion,41.25931275177355,0.0001955545466916386,47003676965077.0,31.69682545948689,89517261.7691111,-0.14720445758508627,-32.679389583889154,2742.5631669458057
IMD019_lesion,33.056742482314164,9.340795968585697e-05,47086543865084.0,31.697106996279445,89517259.69523326,-0.2542886763900625,-44.500518368260934,2742.5631034078815
IMD149_lesion,25.76035693932006,0.0010692692178713643,47383708367897.0,31.697260080668954,89477851.92836805,-0.43822021421428975,-106.9257322682867,2741.3557576093153
IMD395_lesion,34.15086220315111,0.0010845361052629593,47664118180833.0,31.69739848866513,89495934.21757117,-1.1768873617452134,-218.90104928460968,2741.909749312842
IMD154_lesion,29.453906927112378,0.0030333693400511797,48183200803231.0,31.69736821386821,89420147.3322245,-1.5370005573292491,-331.9921203831178,2739.5878471882506
IMD331_lesion,33.43051464937542,0.00010066340052156522,48268148717031.0,31.697643202631976,89423003.01998648,-0.13786437046426236,-29.22724653842362,2739.675337622135
IMD146_lesion,38.2551931454116,0.0002603236667367416,48399544980066.0,31.697871517891606,89428674.54237916,-1.8516225382865779,-257.3755328218343,2739.8490974993615
IMD365_lesion,31.819972706143318,0.0001674650099940704,48516048617859.0,31.698104331316,89418793.93058626,-0.7187545199897417,-126.50079551819454,2739.5463826772752
IMD022_lesion,28.156013879077832,0.0006183672219584993,48759472646827.0,31.698257408208928,89388254.48956153,-1.1086632778433616,-196.233400178275,2738.610738038037
IMD402_lesion,34.897053538746135,0.000618270951842048,48973045875226.0,31.698432076369535,89406033.98316048,-1.3152590261487636,-209.1261851576534,2739.155452915456
IMD243_lesion,35.17847102130321,0.00103614350464562,49243100996695.0,31.698575546725348,89450635.26247361,-0.5627936390736403,-135.0704733776737,2740.521913678726
IMD112_lesion,20.7928078792773,0.0009447495516936572,49563858812599.0,31.698640050024792,89165609.66850455,-2.7828152247367917,-495.3411100031489,2731.789511902713
IMD156_lesion,20.019637631768067,1.970529454742764e-05,49617993624007.0,31.698906802809798,89160825.47571295,-0.9181898812718795,-93.6553678897317,2731.642937368657
