name,delta,delta_,mnnd,pd,spd,psv,psr,mpd
Im198_normal,29.715533172268998,0.00400451830834254,103126743307287.0,31.674705010776847,82809323.11280432,-17.178627783541543,-2216.0429840768593,2537.050340465819
Im065_normal,29.727540910511802,0.002653055278974376,104170341903002.0,31.67516061629825,82850416.59253253,-11.362034219825167,-1647.4949618746493,2538.30933187906
Im087_normal,35.131710354646025,0.0033900787484857533,105244082630135.0,31.675598576025116,83067873.88819018,-9.889536824858306,-1522.9886710281792,2544.9716264764147
Im156_normal,24.78320998679232,0.001869545458806261,106228862553830.0,31.676077365864078,82988656.71787691,-16.624174814492758,-1978.276802924638,2542.544629836915
Im206_normal,36.743461723261994,0.003911105569874937,107310385006707.0,31.676538417500993,83344782.58554916,-7.781420952720911,-1283.9344571989502,2553.4553488219717
Im085_normal,26.251211143150613,0.0030325517126918895,108493919900796.0,31.676938238561014,83320948.54623382,-20.820915899502666,-2436.047160241812,2552.7251392841245
Im133_normal,19.556048665785323,0.0012565410535771316,109495463049922.0,31.67732518333517,83098604.1104236,-24.03771312701116,-2644.1484439712276,2545.913116128174
Im128_normal,30.923796388085126,0.0025738901566181548,110557513480814.0,31.677737477167693,83170693.64988126,-14.29321632961425,-1900.9977718386951,2548.1217417243033
Im183_normal,19.780789129453783,0.001043306221167978,111440047836754.0,31.67822500576858,83020910.58575422,-21.674825008397786,-2254.18180087337,2543.5327998086464
Im196_normal,25.838003312790192,0.0021867080691808237,112535656490313.0,31.678610971941787,82965104.4645635,-15.20899178035752,-1977.1689314464777,2541.823053448637
Im092_normal,22.01284256514764,0.0013170578956622876,113496777972525.0,31.679036320880183,82833845.18646647,-17.263613082280433,-2054.3699567913714,2537.8016294873305
Im445_glaucoma,35.0495276542045,0.0020090104210395174,114420837898179.0,31.679470917518813,82936252.9422506,-14.557250225015203,-1892.4425292519763,2540.9391220052266
Im243_normal,27.211862790096546,0.0014226854355133985,115240863610246.0,31.67999826708881,82951260.38627867,-8.604196316821147,-1213.1916806717818,2541.3989088933417
Im311_glaucoma,30.489122572091002,0.0003728244768637881,115660966158561.0,31.68066264972595,82962180.6543496,-2.472516643396109,-422.80034602073465,2541.7334759298283
Im364_glaucoma,19.217656002533513,0.0011157864637456958,116584359101056.0,31.68110240458874,82803008.92071009,-26.498600401007785,-2490.8684376947317,2536.8568909531277
Im430_glaucoma,25.622267489410508,0.001833346619122198,117530600852246.0,31.681558824241378,82804180.29297368,-10.861687194825647,-1444.6043969118111,2536.8927785837527
Im454_glaucoma,31.168102052522023,0.0030504671865637513,118687562542996.0,31.681901395830785,82986196.00535473,-16.873157422479622,-2159.7641500773916,2542.4692403601325
Im095_normal,28.62986513275421,0.0014748688355205976,119576075909904.0,31.68232607447003,83004827.64505342,-9.761475696364915,-1395.8910245801828,2543.040062654823
Im313_glaucoma,18.507246183389515,0.00018852920205837057,119995448095059.0,31.682923920502,82968256.58860673,-10.363657922885956,-1057.0931081343674,2541.919625876432
Im077_normal,22.769724588282077,0.0010905386141296636,120906745002313.0,31.683296454373465,82865114.16320731,-18.16781312115677,-2071.1306958118716,2538.7596250982633
Im388_glaucoma,30.46652073291675,0.0015091043521396972,121763091273615.0,31.68371964568948,82936562.36514296,-15.66046923660769,-1785.2934929732767,2540.9486018732523
Im332_glaucoma,21.538341961457046,0.0005611116525296876,122344069331081.0,31.68425975314385,82900140.40011597,-11.519063989573711,-1186.4635909260921,2539.8327328466903
Im391_glaucoma,34.01759406873319,0.002455918039393973,123397008940749.0,31.684584216372293,83089237.57951367,-12.406845469955472,-1724.5515203238106,2545.626151333139
Im161_normal,24.391767965978406,0.0011372127971541967,124330522131077.0,31.684910271534058,83008117.15353246,-10.590685976517225,-1493.2867226889286,2543.1408441645976
Im420_glaucoma,23.130470648464886,0.0019519037963910977,125542736317189.0,31.68515669183462,82869870.77278186,-24.43362148191861,-2687.698363011047,2538.905354558268
Im079_normal,27.510817485699203,0.0012369640868634423,126440290130883.0,31.685508901504004,82860085.4754112,-15.349888227033121,-1811.2868107899083,2538.6055599084316
Im123_normal,30.503003541393387,0.002320486293579726,127622858300665.0,31.685742082958935,82922593.56456561,-16.547239571283775,-2184.235623409458,2540.5206361692894
Im098_normal,37.03229708789334,0.0030237099209175344,128792512979983.0,31.686002507899737,83241030.92938998,-13.114729699652464,-1822.9474282516926,2550.2766828857225
Im412_glaucoma,15.939062631798247,0.0005904199618038115,129617884423872.0,31.68638410666899,83080117.91609786,-37.681272101838736,-2863.776679739744,2545.3467498804494
Im082_normal,33.129281257103,0.0017224020390576352,130484139148083.0,31.686772894410783,83250524.58969171,-8.559415035637416,-1215.4369350605132,2550.5675425763393
Im237_normal,13.519948057291092,0.0006834924475987155,131334863790941.0,31.687179426552785,83011133.90801722,-16.88733727245743,-1756.2830763355728,2543.2332692407235
Im101_normal,30.520584883601444,0.0017002981960852757,132344982101843.0,31.687476140577555,83077583.58067343,-8.96542422080884,-1380.6753300045614,2545.269104800044
Im424_glaucoma,27.81311158751692,0.004567072362411212,134064076796720.0,31.68755949583258,83164411.65331995,-25.89477202606274,-3185.056959205717,2547.929278594361
Im452_glaucoma,16.211010611710186,0.0014138179246732533,135317224975239.0,31.68780949518879,82811091.55300587,-41.846165211246124,-3556.9240429559204,2537.1045206190524
Im151_normal,29.239707574311044,0.002030992371803707,136455718307885.0,31.688073592555185,82886073.56264912,-13.243702590545004,-1814.3872549046655,2539.4017635615537
Im347_glaucoma,11.233800719529142,0.0005407617432935068,137532766071837.0,31.68831751174527,82556993.14552058,-97.38895103442852,-5940.726013100139,2529.3196429387435
Im104_normal,23.79788052954157,0.001669065322682494,138677508376248.0,31.688586664311906,82496486.89879453,-16.55987657323067,-2003.7450653609112,2527.4658976346363
Im314_glaucoma,22.21838561780234,0.0001363205384912228,139052166351513.0,31.689056128762186,82479976.57183906,-8.213437820907536,-878.8378468371064,2526.960066539187
Im211_normal,26.13120511515815,0.0010873056968780162,140006486451390.0,31.689339256530737,82450550.29618564,-15.686769663009448,-1866.7255898981243,2526.058526231178
Im129_normal,32.15335832126428,0.0018290384643237837,141149150965733.0,31.689543801641673,82513401.7937034,-13.297102584303742,-1928.0798747240426,2527.9841235815993
Im240_normal,24.24323974867492,0.0006044753138096593,141862120069068.0,31.689908279936066,82488079.09596516,-8.9164218061233,-1150.2184129899056,2527.2083056361876
Im113_normal,16.526949442414704,0.00047928779405563543,142737197478854.0,31.690173864660892,82328301.29360181,-46.88336228998171,-3703.7856209085553,2522.3131523775064
Im436_glaucoma,23.149354630927707,0.001444417261258502,144006810361360.0,31.690313698910344,82141851.47507392,-23.849366974832492,-2957.321504879229,2516.600841760843
Im357_glaucoma,29.403679146287605,0.002421161250954788,145469813370678.0,31.69037238897061,82021445.18141322,-26.929079751199204,-3554.638527158295,2512.91192345016
Im358_glaucoma,23.7734760161953,0.0024420126469240863,146950111279714.0,31.690526182560145,81919218.50006658,-28.016014979927206,-3081.761647791993,2509.7799785559614
Im178_normal,25.492066808672504,0.000755377774079064,147775702732195.0,31.690838742889728,81900937.78614613,-11.116606104655911,-1434.0421875006125,2509.2199076637908
Im165_normal,26.120791810701196,0.0010672533293448773,148645670603201.0,31.691163274327092,81930587.77226752,-14.340941761003235,-1634.8673607543687,2510.1283018464314
Im121_normal,19.735094775706788,0.0006052214773524212,149573798480582.0,31.691405494042883,81803966.72891882,-20.34884168181001,-2238.372584999101,2506.248980665405
Im372_glaucoma,34.0675362965183,0.0015803485869824586,150571925046084.0,31.69166860062964,81977019.71598315,-10.715272662255332,-1510.8534453780019,2511.550849141641
Im383_glaucoma,32.27236512857941,0.0020315082002059877,151860474837056.0,31.691814797512595,82066782.91540621,-14.203252291923912,-2102.081339204739,2514.3009471631804
Im186_normal,28.505138322957094,0.0019350764901276752,153122586965524.0,31.692004718808292,82125691.0827621,-9.710152696387798,-1611.8853476003744,2516.1057317022705
Im377_glaucoma,20.144464351979007,0.0005629292994785648,154003220714659.0,31.692268855046088,82023785.18549494,-23.075930430391104,-2353.7449038998925,2512.9836147516835
Im102_normal,20.129429819938846,0.0005593598225859559,154912094718287.0,31.692507754152533,81910318.41754976,-32.5280452009755,-2960.05211328877,2509.507304459245
Im334_glaucoma,22.223071950324154,0.0002297844370099524,155368433505660.0,31.6928955785143,81898180.70073989,-5.8247455841853455,-704.7942156864268,2509.135438135413
Im131_normal,27.552092991866942,0.0011350502694137787,156388124036799.0,31.693125939462703,81916004.7977326,-9.892792175148985,-1424.5620732214538,2509.6815195383765
Im419_glaucoma,39.5894614245181,0.027233284246065758,160827657581056.0,31.69242294736882,85403919.88584298,-50.87086756891909,-7630.630135337863,2616.5416631692087
Im308_glaucoma,31.136100407076476,0.0002248375379792543,161273839338278.0,31.692799911473095,85411328.39943674,-4.364513560212746,-632.8544662308482,2616.7686396886256
Im441_glaucoma,36.58123491746382,0.002222695868811466,162446882131841.0,31.693024411873754,85712441.73002054,-11.239504848648068,-1640.9677079026178,2625.9939255521
Im421_glaucoma,24.350991441999252,0.001215930340314735,163739515657993.0,31.693151678834283,85546879.65901753,-29.02552723649675,-3366.961159433623,2620.9215581806843
Im355_glaucoma,34.12743018005436,0.0011528719556873823,164590743401847.0,31.69344958163662,85685191.66573307,-6.494781809521174,-1019.6807440948244,2625.15905838643
Im245_normal,27.83562430372595,0.0007976085454792295,165559328518849.0,31.69366665216515,85644120.38846658,-10.518736149468708,-1577.8104224203062,2623.9007471956675
Im158_normal,23.307777343108192,0.0008705714993954992,166690709275192.0,31.693837264125328,85516579.11831072,-25.543331887995546,-2835.3098395675056,2619.9932327913825
Im094_normal,27.28662389137254,0.0007074404697508524,167532785437487.0,31.694110267951075,85517272.48465627,-9.142731193184703,-1279.9823670458584,2620.0144756328514
Im400_glaucoma,39.18776302105242,0.0019283680230526511,168664896563342.0,31.694317506253558,85814803.7403295,-13.825906415591971,-1866.4973661049162,2629.130016554213
Im381_glaucoma,28.369553052748813,0.0016450436366119453,169949561440611.0,31.694490889155272,85838804.19323684,-18.128362141081695,-2302.3019919173753,2629.8653245476976
Im226_normal,27.10967300907653,0.0008313579109832207,170903554357632.0,31.69472674710164,85836738.32740533,-17.633439964046296,-1957.311836009139,2629.8020320896244
Im204_normal,26.354723679013087,0.0008752876473907565,171905056203858.0,31.694950254665073,85812745.94420008,-14.601589505471408,-1810.5970986784546,2629.0669713296593
Im056_normal,27.19401377731999,0.0008919510119394648,172934484965587.0,31.695156944376556,85787450.08611205,-16.612258373030844,-2059.9200382558247,2628.2919756774527
Im189_normal,34.420758036014156,0.001301496167318269,174051100042318.0,31.69533543567464,85872437.78197725,-13.36845730906683,-1911.6893951965567,2630.895765379205
Im061_normal,27.243863158966896,0.0009685623001276746,175163040512493.0,31.69551228910746,85834828.74196115,-20.72720104248887,-2425.082521971198,2629.7435276336137
Im444_glaucoma,35.75369814560717,0.0019690076745671288,176431150861375.0,31.695679219206045,86075858.33855538,-17.98509402023336,-2284.1069405696367,2637.128012823388
Im437_glaucoma,25.11703292010497,0.0005286395737550225,177290128807551.0,31.69590965598864,86032492.85387112,-12.305802553564549,-1587.4485294098267,2635.799413415169
